,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
1050,-0.35484858447430356,-0.276737019078864,-0.26257911605269024,-0.26544121348604993,-0.05883652202232752,0.5387658444911029,0.06979283002206965,-0.10915367598936866,0.5869542729048329,-0.05423711057641051,-0.01092502176991463,5
1163,0.20206924092613407,0.7427128835862341,-0.08222632303453928,-0.3076428398692653,-0.10400949590166028,-0.2904332832707029,-0.4003498038764896,0.047488066774651706,-0.07071755638209007,0.036153942199581575,-0.20525028567013007,5
1327,-0.5289683558352125,-0.21537631066154933,-0.09041970848565706,-0.33829769922940717,-0.12645531280740763,0.11552379191300935,-0.21552125792456336,-0.5865166648407795,0.2905560123535207,-0.19506898281911467,0.09445559053274691,6
480,0.1293442546652137,-0.13668013363107878,0.06034071930511706,0.9078499626456725,-0.03874812790242594,-0.09323124214146589,-0.07045374262772697,0.30628066525170633,-0.12224960308454658,0.0010785037710394243,-0.11333517311278192,5
576,0.45133238603389547,-0.0772555672330787,-0.07906620478651187,-0.08421896396288292,0.1641080277698585,-0.4694161006322311,-0.4907734978343166,0.2775073145605971,0.09303637758019344,-0.40524921646049367,-0.19736211617376861,4
593,0.2859870690036816,-0.06654906627639855,0.49982006380333505,0.21479627107217902,0.04373757466588326,-0.20708182235119046,-0.0332147759974242,0.6098899475584074,-0.04308808243933697,-0.14526044932504692,-0.42071733603908795,5
1342,-0.21966172470485634,0.03614886592207457,-0.6847051063140498,-0.31617523827744365,-0.027851662873072357,0.05716208149638503,-0.24989507447566428,-0.2412309312495907,0.20270865875428792,-0.46448769765336706,-0.011461742890067026,6
1118,-0.17857475022428115,-0.1962131721748281,-0.19757294074953147,-0.07933910047023933,-0.1216879386157295,-0.045693783860652086,-0.17411588206254472,-0.5709034809565751,-0.01835024644346312,-0.19272553695563147,0.6882287588334333,6
722,-0.2742658073823992,-0.39956215420180136,-0.6505298547920931,0.07586370904780343,-0.04887383073931391,-0.055502412952303626,0.030907527292793217,0.018746876867896552,-0.43458970010507786,-0.2667790472557785,-0.2633795743821921,5
268,-0.22171091081855487,0.01849539495475356,-0.3224089607905393,0.08894460941182222,-0.06046928359851063,-0.2307059547751782,-0.16092184413980448,0.28142151523604936,0.667317826924984,0.404006948631698,-0.2610232426177522,6
394,0.590226833172385,0.09456873975719743,0.4564648511282535,-0.039735533608623995,-0.12195606614965802,-0.22147623724416507,-0.15310341706292813,0.36710774476659874,-0.427172888465145,-0.1220002450893893,-0.11513240706816268,5
1335,-0.3169995357509951,0.09352904875083932,-0.41350865412470555,-0.03159761515896136,-0.12593002570425374,0.0958886616970204,-0.06310539194441525,-0.48920090254559406,0.14320935481286715,0.003505098567629796,0.6556689482291878,6
1488,-0.3802300217981329,0.01655729386619505,-0.2886242722560258,-0.14481799635592665,-0.19894842668660487,-0.25307320131924904,-0.24765728542681614,-0.3284609167478318,0.6446917148860187,-0.11222592259232768,0.22317139698475086,5
1220,0.5252597495954171,-0.4113454606631655,0.45307130428901154,-0.18571600281791664,0.3353526425538689,0.03812068160745573,-0.026588301943009165,0.11141842082362993,-0.07142521525461297,0.23386705938733826,0.35819285392115885,6
652,0.5595689372267765,-0.12045742881444271,0.2500702780663694,0.4522470130605346,0.02330293554965283,0.07525924232363901,0.0958492821579742,0.05810988277287929,-0.2756472559774908,0.13788432287335714,0.5399498009920384,5
670,-0.42298285456061735,-0.37031462184263286,-0.08248909584725349,-0.014277906573785687,-0.04923100479631096,0.7005204624716951,-0.023147208238306346,-0.23272245628365798,-0.17174811517494407,-0.23916803473130813,-0.2059062093802695,5
941,0.2379157898562462,-0.37740607816558064,0.29470688129596584,0.4575496911803345,-0.030443956421587235,-0.17227364685121513,-0.23480249721238095,-0.26480010617580707,-0.2056229216939441,-0.21362346334167648,0.5108666562738148,7
459,0.48808606738314303,0.075491713530433,0.5173478893899119,-0.06225164638990646,-0.07412292793941838,-0.14549940910370954,0.00419125670305473,0.5563646987161394,-0.10254703570368898,-0.1347182306832514,-0.3459197284979779,3
771,0.17958943153199206,0.25405747968116055,-0.016306890288696807,-0.028493363102029972,-0.03361598081709351,0.19714483905533894,0.8493213556652709,0.16152728683338627,-0.05832696501387918,-0.18465806185660555,-0.2778309930851008,5
1089,0.5657992809807115,-0.1975997386626967,0.41472812397661674,-0.22125882814057274,0.04806808993292462,0.17584772493611,-0.0499161590441651,0.09599815432375491,-0.5662601356454322,0.18044369061891236,-0.1473768372818064,7
1572,-0.19080643107031298,0.29509928877139036,0.0819956503756911,-0.07829312090027875,-0.1278364851315615,0.5957103144744702,0.5698321743246356,-0.07365848730093567,0.039858353890748294,-0.2847611783747487,-0.28219031474284784,5
451,0.005877958159551131,-0.11224324431519637,0.16933385491235517,-0.06673102438879669,0.8808245402739382,-0.08369975485010143,-0.07923762532586207,0.07782085618762724,-0.20713569012639083,0.3019063594684954,-0.1580982891448915,6
95,-0.3814986249446084,0.07397187922244097,-0.09512084911338642,-0.031081223039272587,-0.11488915608217745,0.01973763984762593,0.3320997399268597,-0.3448449528882187,0.6405293705848671,-0.06295122926434096,0.4265382030208691,6
598,0.05339113219151202,0.16458396801211064,-0.24070140318714942,-0.16040586640760351,-0.1036658308101596,-0.5358374669726219,-0.2580158248528153,-0.012747339400840428,-0.37093819204465694,-0.5416772003114187,-0.3013003639599689,6
66,-0.26922456794217026,-0.024977740864086665,-0.4725898353612883,-0.4213597755689003,-0.10287763741082676,-0.26652947258057735,-0.1298296379182229,0.016157118023090195,0.40334977100436403,-0.2636639495884394,-0.4416568351825244,5
116,-0.009786165783951124,0.059018113260269296,0.04019578925293623,-0.39312066777197646,-0.1929552213896909,-0.40437438312049534,-0.17059884108311402,0.4842460638123752,0.4433526630483742,-0.2464634094805932,-0.34439390563148164,6
420,0.2706432737458202,0.07174403599152776,0.12096077737029375,-0.03930196641576387,0.013006956881268692,0.7299104232178099,0.24917589165016948,0.09588738306594131,-0.08045257458378428,0.16921962512495853,0.5158483663876662,7
88,0.11515255208782109,-0.15740755479791096,0.17744651043658688,-0.06364798890137052,0.08487657884923065,0.3543653584688643,0.4882285872934831,0.1141356959576105,-0.2266646807633675,0.6778650890730855,-0.17712569811023268,5
842,0.49130454871634277,-0.05828233153394709,0.34473895700695467,0.016281149382005984,0.2513277266836242,0.6499969743096472,0.24554100710698382,0.06624961276383604,-0.1970842585477699,0.13687681498923726,0.16791196596761365,6
616,0.2489931371751574,0.13648756351314553,0.3980772869271485,-0.0573488256379459,-0.06090912319203782,0.39248539178763725,0.25251059696887956,0.5298330268399853,0.4142567059523424,-0.1760784403282696,-0.22971193032785112,5
315,-0.43511391281511536,-0.616849297780772,0.060661666424557684,-0.017095879470623642,0.11262098082516654,0.2449565520224296,0.12334481128254939,-0.1799197569460462,0.43808774826127855,-0.02986093798199032,0.33632708771286424,6
56,0.33083258011954275,-0.18445607609750447,0.47022374972700504,0.1871085905618679,-0.11368299527352636,-0.3477618942091208,-0.3395976951945588,0.05734689635279971,-0.5379363210844863,-0.05087007747687825,-0.23656942014414636,5
19,-0.03679789608460784,-0.17719941300463704,0.1873365249953164,-0.08000274667392046,0.8224436657550463,0.016421628655601452,0.0442416227583897,0.012402925218174984,-0.268110092600156,0.3799648202802873,-0.17521465814995818,6
1330,-0.2958667972035689,0.22579711675158043,-0.03156019160743478,-0.1743321854641036,-0.053158533907978076,0.06024860008859963,0.7583025442684403,-0.17412229456066292,-0.07660325319919119,-0.3243396633998567,-0.3274590394144174,6
1361,-0.005271077913129886,0.840893647768425,-0.31422446041969815,-0.012862856271160248,0.05494609704495859,-0.12844845553658682,0.10701118097299411,0.12215795252459345,0.14798696847377915,-0.325748883831279,-0.14164430309410514,5
1013,-0.21438636135130965,0.46334007347756034,-0.6334859169121152,-0.3032333219833125,0.04386589924364014,0.26666847953640105,-0.2141373430103802,-0.09571696031052415,0.20320063713337902,-0.2099583823416981,-0.1807588321079813,6
1375,-0.30103508729210626,0.08412863129207096,-0.02637544136957114,-0.17889476685676178,-0.04442557928108208,-0.12866203178986382,0.7618045220254275,-0.2199278974575847,-0.15498382652658424,-0.38152432611947784,-0.22973569556509607,5
300,-0.33253591875226035,0.008597973766001297,-0.7650334456792469,0.03065879433825174,-0.022010666476772283,0.2785695489627472,-0.052992462619754065,-0.0923258666231616,0.3151856775509385,-0.283994913321377,0.1836217606729339,6
355,-0.2647959563899176,0.35320145226477484,-0.38135093527302255,-0.028023741297908546,-0.05725413801148794,0.0306168764021615,-0.125194276891485,-0.18802791697254825,0.4404527449027529,-0.08085644702102208,0.6349315319016278,6
684,0.1754252175495847,0.5210263332645366,0.05192391037430784,-0.034945725141551996,-0.041498956514525474,0.377234753747295,0.6619078441274232,0.13701249730327927,-0.08167186083749471,-0.21684134883169667,-0.1980584563740843,5
274,-0.11313664527116218,0.16398526631640636,-0.11223747321333839,0.7604288727218598,0.0027239812366085026,0.25560495216258794,0.34726275393632117,0.3060323877697362,0.10723367968618593,0.15858324105849078,-0.2307018647142144,5
141,-0.00597743043318809,0.5540086347511681,-0.3291262144628963,-0.2777085886989338,0.01726741375229441,-0.29765969573542866,0.08912928854029312,0.014972842445142933,-0.27844436451471083,0.3497107950858923,-0.45901633871087644,5
917,-0.18267539271563304,-0.13771649328040883,0.041928328288802635,0.9294438340833325,-0.015415530488496788,0.2025923735949545,-0.009338849158948958,0.1656026484621028,0.0933877096256942,-0.02240909246025557,-0.0634338357009606,6
248,-0.18187965272888304,0.006220507747896502,-0.5534904624931132,-0.3040420813095934,-0.14622600202940403,-0.335891444220952,-0.11601855157464684,-0.16157029070342724,0.12872485469254508,-0.5371119316940659,-0.29876099716514604,6
1107,0.17110230013383895,-0.4857100502120614,0.272446754035485,-0.14588720259979174,-0.1578956187572936,-0.21441048425409384,-0.26074041629640676,-0.3067800386362834,-0.10166094453195246,0.4320748269068265,0.4574640944144382,7
814,0.7075382091215766,-0.18937173913641442,0.3974589573739195,0.0533162001764878,0.09498596313233601,0.08598343785887028,-0.04783766371948096,0.4030818526733986,-0.1884910507051535,0.17293006428022875,0.23685269033852516,6
245,-0.16758427658346828,0.21124019668193175,-0.39806049351317246,-0.10935670912952489,-0.021076860845146886,-0.2701505323343729,-0.20414954942838948,0.23551727892148464,0.5539975979980655,0.5095838112878062,-0.1404352965601112,6
918,0.020979695074791447,-0.4260047937784448,0.11438998876246048,-0.10922468666235467,-0.06245087535427957,0.7006980871366983,0.4495175641617029,-0.08349227705813343,-0.03271877581560458,0.1658546100084363,0.24611272711320542,6
345,-0.2013869991177367,0.23323711389385363,-0.36960545113010673,-0.12038471507640566,-0.11554290071857273,0.6128161208035203,0.13353537496772447,0.1623682219776773,0.4971851350568249,0.23802916534668753,-0.13039638945725363,5
502,0.2325128565392533,-0.09543964406598437,0.45853762674659243,0.5536145196995033,-0.055678295505152034,0.41160184883379275,0.17469981428567638,0.2323298340654488,-0.1778644317292115,0.22024575269064214,0.2879687052533642,7
1380,-0.27216281454995467,0.13618626756808813,-0.7448518735432653,0.02509257883814721,-0.12856780766101755,-0.2694383056215971,-0.20154662560908432,-0.36044516045130304,0.1830679464910212,-0.1301138928670234,0.2045356106619011,6
944,-0.004037151015890953,-0.45541944580899235,0.4024552523171088,0.32018554481644623,0.01926768499961176,-0.16681921067518046,-0.2444797175555063,-0.33506228392606935,-0.09532100684131736,-0.03832462967105019,0.5632903210935714,7
378,0.32565221011647194,0.09989683015398929,0.3675871404735132,0.4779701935153107,0.0020862900413881977,-0.17376825179263503,-0.12571908011184227,0.20025484223219936,-0.23977633162846007,0.36035513760161475,0.4969304663199753,6
1164,0.20206924092613407,0.7427128835862341,-0.08222632303453928,-0.3076428398692653,-0.10400949590166028,-0.2904332832707029,-0.4003498038764896,0.047488066774651706,-0.07071755638209007,0.036153942199581575,-0.20525028567013007,5
1505,-0.30526688060538926,0.4255109182469241,-0.42279004503160167,-0.1719562206480928,-0.06600475456951824,-0.30979912559719175,-0.3438460318176312,-0.12982849082803827,0.5077707277846641,-0.05449512925696727,-0.14564936827542282,3
60,0.14346170628913613,-0.3711865068894072,0.34440529090701816,-0.12495193621952269,-0.09353942239989718,0.1553503269295072,0.08744878590285501,0.3453050983384501,0.43409893481329137,-0.0556737976534903,-0.5967441826247467,5
1064,-0.023233259618049205,0.40065629356776716,-0.31411957163045034,-0.12921160039488255,-0.1470313851875948,-0.35152351172939017,-0.37483638010703185,-0.4598214959650092,-0.06813995377908433,-0.1758310086375568,0.43690191425839603,6
1069,-0.12777226426675486,0.35829305992853433,0.2823394966554007,0.1289344699674422,-0.021686801503028298,0.8067673547028129,0.1170486118825892,0.09341661201848317,-0.005018388583577978,-0.15663750500835982,0.24623002996447346,5
710,0.3319906926721959,0.7038175814055905,0.20692693383796637,0.04695824314296052,-0.040212716353205585,0.12419584431070568,0.2892109336405476,0.23548183427866806,-0.41229216710122707,-0.1318177222657582,-0.07682504713549225,5
1010,0.09709887053658918,-0.4031594569696784,0.26770604483412713,-0.17330128397577269,-0.12667213058596566,-0.24715181113971776,-0.305222648383255,-0.49493050352571816,-0.11530900759697778,-0.18585393267781158,0.5130785844099336,7
256,0.2503238378537097,-0.42315606783950854,0.20507187486677078,-0.09694131709732019,-0.10685640371338412,-0.41941441746419644,-0.41043870135826893,0.2678976576604576,-0.2380824976853681,-0.09079233790657194,-0.46297135349846846,5
1001,0.36458715136487874,-0.3988883698966807,0.224801682021097,-0.2959406793469416,-0.2514755086783834,0.5808002631783192,0.006498517608134882,0.002834978469147715,-0.13298148870771154,0.383526697855434,0.06672065778359061,7
286,0.6000645080266425,-0.1233747653143237,0.406612563388434,-0.10848387337567716,-0.08725573553841735,0.24764439657507625,0.021852204301261006,0.4442137409569079,-0.38818278432496944,0.17057229592133716,-0.032760750802982005,6
882,0.014053073808916626,-0.3703738994656255,0.029734368414053726,0.12118696528172576,0.6891672584615318,-0.05457382870681613,-0.1894420080786447,-0.22370036906591925,-0.17968487300741662,0.21886762851857744,0.45056146931437774,6
830,-0.19743725359303632,0.36815288095893417,-0.4326951877156623,-0.01154320920945485,-0.26257810847153895,-0.4360317766078649,-0.4776987762936006,-0.09481627547065354,0.18713585822853196,-0.26758667979435047,0.1877336813653968,4
196,-0.4424222376265812,0.22014862945164676,0.11256040797075485,-0.0743744511902084,-0.21615698245116433,-0.063189525049802,0.1959482020557521,0.021343328739013605,0.7285527928698334,-0.3037280794227461,-0.1580753909830456,5
607,0.15688743759476523,-0.15186511806132585,0.40582722297152546,0.3070013969033954,0.05477349479745291,0.5504296864991397,0.09563259977837786,0.4378792941719513,-0.004100189991378111,-0.42990131130484643,0.04109659717537121,6
614,0.08880073229605195,0.22281732174224406,-0.08201837948040931,-0.04220182186928152,0.22587716824121556,-0.09863739356580403,0.30181406047893783,0.014266915640921406,-0.5017859815691105,0.7271686251456811,-0.03674751027305477,6
1005,-0.2278077900917134,-0.24462374589007657,0.06568589826233247,-0.13676803243141342,-0.11349978618814627,-0.29630841707522115,-0.30522107638029744,-0.5458012197183726,0.08264828690788346,-0.16652740838555732,0.5821862488198607,7
845,-0.45531930236373896,0.25872313953144116,-0.12926601140572067,-0.21639780592732916,-0.056740206246686894,-0.07402265326574996,-0.19418417936572818,0.03136030174886932,0.7459993133074514,0.004509987590363938,-0.24142053385056672,5
627,0.1111519480162467,0.16240017905197604,0.03934502556517725,-0.09681085969527117,0.09016556517032236,-0.4188499964626812,-0.38539198245100503,0.4383072284908596,0.1275713053575823,-0.3996472899019351,-0.5001532795690665,5
1296,-0.22011221690879068,0.12717330302706306,-0.3100050788731993,0.2783815580177228,0.02620148435629495,0.7483576331892384,0.21023672995277234,-0.13776306218877568,-0.1603934063261277,-0.2736632693592974,-0.1930199045276885,5
572,0.3984733390187905,-0.5930677552404405,0.41484076257331914,-0.03632370703165011,-0.09772947654802158,-0.20722603746785973,-0.20713869742140034,0.20591707000481216,-0.40893540399230854,-0.10480420376386139,-0.007957333450033851,5
1052,-0.3700851709180978,0.10212157917250382,-0.2687610620795241,-0.023325084617800466,-0.07282447560827261,0.07078417585373752,-0.1546203698124006,-0.5230639689903851,0.3819496745900063,-0.15116379567905405,0.5507071417840644,5
1368,-0.09123358094221104,0.6721397713525581,0.12506644742697198,-0.15466612804114846,-0.08939748426245277,0.005942421199540207,0.41593643267422536,-0.04915494561207134,-0.13234029985006068,-0.463658830053759,-0.2905190546626306,6
1028,-0.2164755537943458,-0.35310142313256193,-0.10537048333999832,-0.009265112071671721,-0.08916603373943321,0.8085809932052423,0.22034778686213954,-0.15815104420289666,0.12839942286754472,-0.23463683744065775,-0.10202635517456077,6
1200,-0.13783607614056345,0.09123292457945857,-0.12123076003404686,-0.28535497746050037,-0.15196125894464016,-0.43968406047054664,-0.44113558723007096,-0.444625145374867,-0.3790891298150461,-0.26995417723511883,-0.22641369133506273,6
1186,-0.19259155951387882,0.2964017244094929,-0.2412152697421505,0.7276300066178488,-0.035077480613575886,-0.18408511007990502,-0.20431605317049006,-0.04614983459689997,0.263830487422109,-0.1819288736892894,0.3251569170301726,5
585,-0.2406035269268009,-0.05793399425866496,-0.09256344568977984,-0.05730874116788881,0.0437029014870025,-0.4382472367763006,-0.14984669304842507,0.3865668781093658,0.5990867908728854,0.006357213529238915,-0.44955238613087556,6
720,0.020098563959412955,0.07825541836967483,-0.5163067411020698,-0.16640571241340008,-0.05057605701612846,-0.2445665469306594,-0.3238871912264611,0.19687780246723238,-0.25698348715617875,-0.5604004690229965,-0.3362810010592086,5
291,0.24773991369248205,-0.2946208457160224,0.17267548559529936,-0.061497898936597704,0.8737197081909032,-0.15192200156178487,-0.13926591090539062,0.09833918171005718,-0.011583904012693672,0.04922617317170504,0.011630259553203473,5
54,-0.17617866999765264,-0.042421381708375554,-0.2647090603085695,0.07896407333828274,0.20407484576773655,0.697841568721628,0.34379668716685324,-0.28155835975808735,-0.38960173228180395,-0.07078405505235097,-0.0891892880899839,6
1201,-0.09087834796478843,-0.39550713596607473,0.17231642812058673,-0.17083657645811856,-0.17998840916302525,-0.39200996426939627,-0.41800787449388144,-0.5107832476446658,-0.10041097342531147,-0.2628155467202766,0.27492729966299245,7
597,0.6020912139463558,0.08532179893070622,0.4644717766584144,-0.13265687273288132,-0.10243764960331374,-0.30440094866250966,-0.25338311719471646,0.19443370981225022,-0.4193373034637576,-0.048621798983099825,-0.11621423714063027,6
1410,-0.22768927317082058,0.5564098443173351,-0.3206765716105178,-0.12079854022895947,-0.026775668627734457,-0.23967153638671657,-0.2135184119240736,-0.3843547306274577,0.2820466292864749,-0.2966838093487926,0.31951571531943607,6
1413,0.3162683582719777,0.08207770335521837,-0.03751844838342306,-0.13315480179698386,0.12240090266639701,-0.12907629967820125,0.4505111186076303,-0.08246481991006373,-0.611875686550708,0.49714416576161774,-0.1056038682549493,5
483,0.2970295492442329,-0.21255224717913324,0.38304969796496313,-0.054496928054744535,0.3109586267927972,-0.19241762687217717,-0.19626286514797442,0.22270007965562202,-0.3982538224813814,0.5376456759306258,-0.21770340931135865,5
721,0.09940128598033558,-0.07964007386839243,-0.047418047087553476,0.06581884272175914,0.04139592284239169,0.5452307043296301,0.5396759948865989,0.2296296857268534,-0.4077757964737844,-0.22544592613170775,-0.34222678232137116,5
876,-0.28807065823879546,-0.13279300853906897,-0.5720445438393047,-0.09881995147876024,-0.17882768160840606,-0.3489132549281612,-0.4058912780614325,-0.34354664521548134,0.23676592692547715,-0.18959466003181488,0.1840785275739965,4
1546,-0.40828295888754224,0.12689161052542336,-0.6940160379204875,-0.2058564818278213,-0.17701979797218423,0.0579393974918208,-0.3351708995867087,-0.28446976081650394,0.17057363404290132,-0.1530127947146369,-0.11271447678688987,5
763,0.25067296682321266,0.3162006177330738,-0.02508306917851747,-0.17012908902141613,0.0807175058063906,-0.46284060128782983,-0.1551990840432633,0.149388966681394,-0.17622571396920822,-0.6254669953918801,-0.343805387060775,5
202,-0.435566918771831,-0.07753628988181167,-0.41238830267933707,-0.3676842573885771,-0.13218521688289878,0.005967344045757854,0.03841518119510259,-0.3428637180323604,0.1580229528399544,0.3881808505238572,-0.4322248666152767,5
332,-0.07016982393963186,0.1113826921509745,0.017706884147988194,0.1792454099231935,-0.17433195445402194,0.18727424683473248,0.7846799201273589,0.11205830006198324,-0.22557336767748895,-0.26641437506194204,-0.3669124745665847,6
674,0.481393959969859,-0.24121867668327343,0.24116137326425804,-0.08120106777713852,-0.024888791104171575,-0.28670454131778406,-0.30270644249407314,0.29601697805011007,-0.5058523332115504,0.023625521450307913,-0.3560899438699224,6
474,0.39495168184182805,-0.43649312149779973,0.38698020128256577,-0.187630023541407,-0.050033012671088666,-0.17713399018305667,-0.21540919746181666,0.2428570745878438,-0.22698357460783672,0.4313796935618347,-0.3027504004187192,6
749,-0.28363916134224454,-0.04820206252833535,-0.22619175673431477,-0.15073649024395344,-0.17974191286134863,-0.1794188341521197,-0.2719093210141229,0.23951101444566608,0.6553073959409207,0.20530024476459166,-0.4194838914159567,6
920,0.4251730334774105,-0.38043330675093,0.29390445872637977,-0.09792709325036494,0.04340648516889905,-0.3247277298458596,-0.4124711225806924,0.3410570772480508,-0.26631550925786807,-0.334775051325222,0.041784930487581785,5
985,-0.20511178327330262,0.1131615236711986,-0.5401763380698387,-0.14839932031335953,-0.19361771135436026,-0.3294755388910193,-0.4186940847543172,-0.2318186414117318,0.3493402321684644,-0.17903247269211164,0.3195825391995286,6
753,-0.006521275649072473,0.39452507040904283,-0.5074775606256228,0.14812158185876065,0.01883845677234222,0.06218972959401659,-0.11368314135243678,0.39315215412345833,-0.07907130780589089,-0.3688998367668281,-0.500779073151858,5
866,-0.38071035014971005,-0.09213127776239892,-0.11414279025575849,-0.07387966563438482,-0.15260862846837797,-0.1198851474957754,-0.29792282052471236,-0.5469758852864476,0.2793873012894973,0.44222411218849184,0.35897461987587664,6
744,0.42491750040912646,-0.20480566083143675,0.3674735837790729,0.030421401221583988,0.042591163347442784,0.13037317730576337,0.44110792700016715,0.4727726128237461,-0.312152507706514,-0.23256086616031965,-0.23046127422708185,5
231,-0.0986073836634468,-0.4434163041187475,-0.5817221200709126,-0.28145436214262987,-0.10803520818105766,-0.19897547921368022,0.04134661443259744,-0.1413520180904598,0.20487245842375398,-0.43775839415939294,-0.26359716087978513,6
403,0.6249663415016047,0.14239459195217263,0.397171939338204,0.04038599827461364,-0.01851250370948631,-0.19839990330731938,-0.058715857240132834,0.4966135654289523,-0.36863745151787514,-0.058661144194504335,0.02552946794034008,6
406,0.4316890756770818,-0.2490140318811785,0.5187289993048896,-0.013974043228016231,-0.26393528199444594,-0.333699285222397,-0.2850404681179792,0.3640639911715637,-0.23386578415382828,-0.024408105994574058,0.17962416445210433,6
1227,0.2362818180035346,0.17620350043434632,-0.06510820077939022,-0.2310721776534982,0.21241023788988803,-0.4552192693023285,-0.46813349257779713,0.30222003890922383,-0.16102177172971083,0.22063419901714418,-0.4669622339959546,5
580,0.5933577569643119,-0.04032589725101411,0.29182182041449634,-0.062369214328558874,0.008456446836969892,-0.26983899619448487,-0.2561741807872396,0.47490303521119037,-0.2036099566586388,-0.3340274047922829,-0.20044071387126006,5
